movieId,title_tmdb,genres,actors,directors,overview,original_language,poster_path,avg_rating,total_rating_users,popularity_score,imdbId,tmdbId
5944,Star Trek: Nemesis,Action|Drama|Sci-Fi|Thriller,Patrick Stewart|Jonathan Frakes|Brent Spiner|LeVar Burton|Michael Dorn,Stuart Baird,"En route to the honeymoon of William Riker to Deanna Troi on her home planet of Betazed, Captain Jean-Luc Picard and the crew of the U.S.S. Enterprise receives word from Starfleet that a coup has resulted in the installation of a new Romulan political leader, Shinzon, who claims to seek peace with the human-backed United Federation of Planets. Once in enemy territory, the captain and his crew make a startling discovery: Shinzon is human, a slave from the Romulan sister planet of Remus, and has a secret, shocking relationship to Picard himself.",en,https://image.tmdb.org/t/p/w500/cldAwhvBmOv9jrd3bXWuqRHoXyq.jpg,3.1052631578947367,19.0,9.302537059983445,253754,201.0
5945,About Schmidt,Comedy|Drama,Jack Nicholson|Kathy Bates|Hope Davis|Dermot Mulroney|June Squibb,Alexander Payne,"A recently retired man embarks on a journey to his estranged daughter's wedding, only to discover more about himself and life than he ever expected.",en,https://image.tmdb.org/t/p/w500/tstvsrJHY57hc951lb190alXRQm.jpg,3.173076923076923,26.0,10.457943901744505,257360,2755.0
5947,Evelyn,Drama,Pierce Brosnan|Aidan Quinn|Julianna Margulies|Stephen Rea|John Lynch,Bruce Beresford,"Desmond Doyle is devastated when his wife abandons their family on the day after Christmas. His unemployment, and the fact that there is no woman in the house to care for the children—Evelyn, Dermot and Maurice—make it clear to the authorities this is an untenable situation. The Catholic Church and the Irish courts decide to put the Doyle children into Church-run orphanages.",en,https://image.tmdb.org/t/p/w500/kGsCpJcJj9JDsSLQRlfukNuZJgq.jpg,3.0,1.0,2.0794415416798357,298856,21868.0
5949,Intacto,Thriller,Leonardo Sbaraglia|Eusebio Poncela|Mónica López|Antonio Dechent|Max von Sydow,Juan Carlos Fresnadillo,An enigmatic tale of four people whose lives are intertwined by destiny are subject to the laws of fate. They discover that luck is something they cannot afford to be without as they gamble with the highest stakes possible in a deadly game from which only one of them will emerge intact.,es,https://image.tmdb.org/t/p/w500/gAe6KmVojjHLmdhPZhYDMTmaiM1.jpg,4.25,2.0,4.669102226839467,220580,10856.0
5951,Morvern Callar,Drama,Samantha Morton|Kathleen McDermott|Raife Patrick Burchell|Dan Cadan|Carolyn Calder,Lynne Ramsay,"After her boyfriend commits suicide, a young woman attempts to use the unpublished manuscript of a novel and a sum of money he left behind to reinvent her life.",en,https://image.tmdb.org/t/p/w500/mQqOG4w5xAlmtIxRUqodECYuJ5l.jpg,3.25,4.0,5.2306732154108255,300214,18602.0
5952,The Lord of the Rings: The Two Towers,Adventure|Fantasy,Elijah Wood|Ian McKellen|Viggo Mortensen|Sean Astin|Andy Serkis,Peter Jackson,"Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",en,https://image.tmdb.org/t/p/w500/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg,4.0212765957446805,188.0,21.07851459247388,167261,121.0
5953,Devils on the Doorstep,Drama|War,Jiang Wen|Jiang Hongbo|Teruyuki Kagawa|David Wu|Yuan Ding,Jiang Wen,"During the Japanese occupation of China, two prisoners are dumped in a peasant's home in a small town. The owner is bullied into keeping the prisoners until the next New Year, at which time they will be collected. The village leaders convene to interrogate the prisoners. The townspeople then struggle to accommodate the prisoners. One is a bellicose Japanese nationalist, the other a nervous translator. Will the townspeople manage to keep the prisoners until the New Year?",zh,https://image.tmdb.org/t/p/w500/zpbyUenBJGhyA6RKa5RcQWGKOYb.jpg,4.0,1.0,2.772588722239781,245929,25838.0
5954,25th Hour,Crime|Drama,Edward Norton|Philip Seymour Hoffman|Barry Pepper|Rosario Dawson|Anna Paquin,Spike Lee,"In New York City in the days following the events of 9/11, Monty Brogan is a convicted drug dealer about to start a seven-year prison sentence, and his final hours of freedom are devoted to hanging out with his closest buddies and trying to prepare his girlfriend for his extended absence.",en,https://image.tmdb.org/t/p/w500/uW7tTRElr2tRhmAVESzvHy4ByXg.jpg,3.840909090909091,22.0,12.043148238455142,307901,1429.0
5955,Antwone Fisher,Drama,Denzel Washington|Derek Luke|Malcolm David Kelley|Joy Bryant|Salli Richardson-Whitfield,Denzel Washington,"A sailor prone to violent outbursts is sent to a naval psychiatrist for help. Refusing at first to open up, the young man eventually breaks down and reveals a horrific childhood. Through the guidance of his doctor, he confronts his painful past and begins a quest to find the family he never knew.",en,https://image.tmdb.org/t/p/w500/j9lCK1aFXqMO3hzhGiqCNU8coIX.jpg,3.5555555555555554,9.0,8.186969219534385,168786,13435.0
5956,Gangs of New York,Crime|Drama,Leonardo DiCaprio|Daniel Day-Lewis|Cameron Diaz|Jim Broadbent|John C. Reilly,Martin Scorsese,"In early 1860s New York, Irish immigrant Amsterdam Vallon is released from prison and returns to the Five Points, seeking revenge against his father's killer, William Cutting, a powerful anti-immigrant gang leader. He knows that revenge can only be attained by infiltrating Cutting's inner circle. Vallon's journey becomes a fight for personal survival and to find a place for the Irish people.",en,https://image.tmdb.org/t/p/w500/lemqKtcCuAano5aqrzxYiKC8kkn.jpg,3.518181818181818,55.0,14.161919130131844,217505,3131.0
5957,Two Weeks Notice,Comedy|Romance,Sandra Bullock|Hugh Grant|Dana Ivey|Robert Klein|Alicia Witt,Marc Lawrence,"Dedicated environmental lawyer Lucy Kelson goes to work for billionaire George Wade as part of a deal to preserve a community center. Indecisive and weak-willed George grows dependent on Lucy's guidance on everything from legal matters to clothing. Exasperated, Lucy gives notice and picks Harvard graduate June Carter as her replacement. As Lucy's time at the firm nears an end, she grows jealous of June and has second thoughts about leaving George.",en,https://image.tmdb.org/t/p/w500/r18hSGAcxWiUysbX6nFShIZyjjP.jpg,3.263157894736842,19.0,9.775547418965655,313737,2642.0
5959,Narc,Crime|Drama|Thriller,Jason Patric|Ray Liotta|Chi McBride|Krista Bridges|John Ortiz,Joe Carnahan,"When the trail goes cold on a murder investigation of a policeman, an undercover narcotics officer is lured back to the force to help solve the case.",en,https://image.tmdb.org/t/p/w500/uGHFyVdMQKvIXlsLAoXa5nOUGF.jpg,3.2777777777777777,9.0,7.547362249258262,272207,11022.0
5961,Blue Steel,Action|Thriller,Jamie Lee Curtis|Ron Silver|Clancy Brown|Elizabeth Peña|Louise Fletcher,Kathryn Bigelow,"Rookie cop Megan Turner orders a burglar to drop his gun. He whirls to shoot. Too late. Turner fires, killing him instantly. When someone lifts the assailant's gun from the crime scene, the police hold Turner accountable for killing an unarmed man. That same someone carves Turner's name into the bullets and uses them in a series of murders. Turner teams up with detective Nick Mann to clear her name and catch the killer. But she is drawn into a deadly game of wits with a psychopath who's always one step ahead… and much closer than she thinks!",en,https://image.tmdb.org/t/p/w500/mPUrodB3k8NYcvr4WPwtjSe1Mv9.jpg,1.5,1.0,1.0397207708399179,99160,9491.0
5962,Body of Evidence,Drama|Thriller,Madonna|Willem Dafoe|Julianne Moore|Anne Archer|Jürgen Prochnow,Uli Edel,"When an elderly millionaire is found dead with cocaine in his system, his will leaves $8 million to Rebecca Carlson, who was having an affair with him. District attorney Robert Garrett decides to prosecute Rebecca, arguing that she deliberately engaged in wild sex with the old man to overexcite him and lead to his premature death. Defense attorney Frank Dulaney defends Rebecca in court while getting sucked into a dangerous affair with her.",en,https://image.tmdb.org/t/p/w500/rGDfwZHRMpY5R0ZkmaiHHvpYQKB.jpg,1.0,1.0,0.6931471805599453,106453,2149.0
5963,The Children's Hour,Drama,Shirley MacLaine|Audrey Hepburn|James Garner|Miriam Hopkins|Fay Bainter,William Wyler,An unruly student at a private all-girls boarding school scandalously accuses the two women who run it of having a romantic relationship.,en,https://image.tmdb.org/t/p/w500/goyEWixvULM2IRN4KsKibyrJE4J.jpg,3.5,2.0,3.845143010338384,54743,20139.0
5965,The Duellists,Action|War,Keith Carradine|Harvey Keitel|Albert Finney|Edward Fox|Cristina Raines,Ridley Scott,"In 1800, as Napoleon Bonaparte rises to power in France, a rivalry erupts between Armand and Gabriel, two lieutenants in the French Army, over a perceived insult. For over a decade, they engage in a series of duels amidst larger conflicts, including the failed French invasion of Russia in 1812, and shifts in the political and social systems of Europe.",en,https://image.tmdb.org/t/p/w500/s9sPhcfD4LtrIGwix11bKtl9VLR.jpg,4.166666666666667,3.0,5.776226504666211,75968,19067.0
5968,Miami Blues,Comedy|Crime|Drama,Fred Ward|Alec Baldwin|Jennifer Jason Leigh|Nora Dunn|Charles Napier,George Armitage,"After Junior is released from prison, he plans on starting a new life in Miami. But when he kills a man in the airport, he flees the scene and finds Susie, a mild-mannered prostitute searching for stability. The two opposites become romantically involved, and Junior steals a badge and gun from a veteran detective. Using the officer's identity, Junior embarks on a crime spree and convinces Susie that he is the perfect man.",en,https://image.tmdb.org/t/p/w500/eOqOf2qG0sjsfhFdYp6SbZuorSF.jpg,4.0,1.0,2.772588722239781,100143,14931.0
5969,My Girl 2,Comedy|Drama|Romance,Anna Chlumsky|Austin O'Brien|Dan Aykroyd|Jamie Lee Curtis|Richard Masur,Howard Zieff,"Vada Sultenfuss has a holiday coming up, and an assignment: to do and essay on someone she admires and has never met. She decides she wants to do an assignment on her mother, but quickly realises she knows very little about her. She manages to get her father to agree to let her go to LA to stay with her Uncle Phil and do some research on her mother.",en,https://image.tmdb.org/t/p/w500/hEZ6L72eBORRnoUxf4pip5U76pq.jpg,2.5,1.0,1.7328679513998633,110613,11317.0
5970,My Girl,Comedy|Drama|Romance,Anna Chlumsky|Macaulay Culkin|Dan Aykroyd|Jamie Lee Curtis|Richard Masur,Howard Zieff,"Vada Sultenfuss is obsessed with death. Her mother is dead, and her father runs a funeral parlor. She is also in love with her English teacher, and joins a poetry class over the summer just to impress him. Thomas J., her best friend, is ""allergic to everything"", and sticks with Vada despite her hangups. When Vada's father hires Shelly, and begins to fall for her, things take a turn to the worse...",en,https://image.tmdb.org/t/p/w500/qyJJNHteA7BUwQSey05t7qP4vRV.jpg,3.2,10.0,7.673264872954786,102492,4032.0
5971,My Neighbor Totoro,Animation|Children|Drama|Fantasy,Noriko Hidaka|Chika Sakamoto|Hitoshi Takagi|Shigesato Itoi|Sumi Shimamoto,Hayao Miyazaki,"Two sisters move to the country with their father in order to be closer to their hospitalized mother, and discover the surrounding trees are inhabited by Totoros, magical spirits of the forest. When the youngest runs away from home, the older sister seeks help from the spirits to find her.",ja,https://image.tmdb.org/t/p/w500/rtGDOeG9LzoerkDGZF9dnVeLppL.jpg,3.9594594594594597,37.0,14.402874929727446,96283,8392.0
5974,The Thief of Bagdad,Adventure|Fantasy,Conrad Veidt|Sabu|June Duprez|John Justin|Rex Ingram,Ludwig Berger|Michael Powell|Tim Whelan,"When Prince Ahmad is blinded and cast out of Bagdad by the nefarious Jaffar, he joins forces with the scrappy thief Abu to win back his royal place, as well as the heart of a beautiful princess.",en,https://image.tmdb.org/t/p/w500/8Fs29JYTOkDluTXgbvLRIaps6PO.jpg,3.0,1.0,2.0794415416798357,33152,12232.0
5975,War and Peace,Drama|Romance|War,Audrey Hepburn|Henry Fonda|Mel Ferrer|Vittorio Gassman|Herbert Lom,King Vidor,The love story of young Countess Natasha Rostova and Count Pierre Bezukhov is interwoven with the Great Patriotic War of 1812 against Napoleon's invading army.,en,https://image.tmdb.org/t/p/w500/cIh7pBAjzxrJYNRt1JcQPFReF36.jpg,3.5,1.0,2.4260151319598084,49934,11706.0
5979,Attack of the Crab Monsters,Horror|Sci-Fi,Richard Garland|Pamela Duncan|Russell Johnson|Leslie Bradley|Mel Welles,Roger Corman,"A group of scientists travel to a remote island to study the effects of nuclear weapons tests, only to get stranded when their airplane mysteriously explodes. The team soon discovers that the tests have given rise to crabs mutated into intelligent, impervious, telepathic giants intent on increasing their numbers by breeding, then travelling to populated areas to feed, and which do not intend to be stopped by their discoverers.",en,https://image.tmdb.org/t/p/w500/pDaJt3Jv41mOvND7HaDnmiGsD5V.jpg,3.0,1.0,2.0794415416798357,50147,26946.0
5980,Black Christmas,Horror|Mystery|Thriller,Olivia Hussey|Keir Dullea|Margot Kidder|John Saxon|Marian Waldman,Bob Clark,"As the residents of the Pi Kappa Sigma sorority house prepare for the festive season, a stranger begins to harass them with a series of obscene phone calls.",en,https://image.tmdb.org/t/p/w500/qqO98sdPgptFgCua3Z4uZDuPcmP.jpg,3.5,2.0,3.845143010338384,71222,16938.0
5984,The Story of O,Drama|Romance,Corinne Cléry|Udo Kier|Alain Noury|Anthony Steel|Jean Gaven,Just Jaeckin,"The beautiful O is taken by her boyfriend, Rene, to a bizarre retreat, where she is trained in bondage and sexual perversion...",fr,https://image.tmdb.org/t/p/w500/x2hnSba2iyMHDPHrH1G1LB2K6lz.jpg,3.5,2.0,3.845143010338384,73115,4561.0
5986,Fat City,Drama,Stacy Keach|Jeff Bridges|Susan Tyrrell|Candy Clark|Nicholas Colasanto,John Huston,"Two men, working as professional boxers, come to blows when their careers each begin to take opposite momentum.",en,https://image.tmdb.org/t/p/w500/7ag7BOMnAuDKwNyI0wc8jTeimRb.jpg,4.0,1.0,2.772588722239781,68575,16993.0
5988,Quicksilver,Drama,Kevin Bacon|Jami Gertz|Paul Rodríguez|Rudy Ramos|Laurence Fishburne,Thomas Michael Donnelly,"Jack Casey used to be a hot-shot stock market whiz kid. After a disastrous professional decision, his life in the fast lane is over. He loses his nerve and joins a speed delivery firm which relies on bicycles to avoid traffic jams of San Francisco, is attracted to a fellow bicycler, Terri, and befriends Hector, a budding entrepreneur. Can Jack regain his nerve and his self-respect, and rebuild his life on a more sound basis?",en,https://image.tmdb.org/t/p/w500/9E5eUvyIJoygfmKX36EmoRvOMGg.jpg,2.625,4.0,4.224774520139513,91814,21332.0
5989,Catch Me If You Can,Crime|Drama,Leonardo DiCaprio|Tom Hanks|Christopher Walken|Martin Sheen|Nathalie Baye,Steven Spielberg,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",en,https://image.tmdb.org/t/p/w500/ctjEj2xM32OvBXCq8zAdK3ZrsAj.jpg,3.9217391304347826,115.0,18.642340662512787,264464,640.0
5990,Pinocchio,Children|Comedy|Fantasy,Roberto Benigni|Nicoletta Braschi|Mino Bellei|Carlo Giuffrè|Peppe Barra,Roberto Benigni,Roberto Benigni adapts the classic children's tale by Carlo Collodi for the big-budget family-oriented comedy Pinocchio.,it,https://image.tmdb.org/t/p/w500/aN2Pa9FnbJA2g4mnHPCWajwtdQ4.jpg,3.5,1.0,2.4260151319598084,255477,10599.0
5991,Chicago,Comedy|Crime|Drama|Musical,Renée Zellweger|Catherine Zeta-Jones|Richard Gere|Queen Latifah|Ekaterina Chtchelkanova,Rob Marshall,Murderesses Velma Kelly and Roxie Hart find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago.,en,https://image.tmdb.org/t/p/w500/3ED8cWCXY9zkx77Sd0N5qMbsdDP.jpg,3.7244897959183674,49.0,14.570289765115033,299658,1574.0
5992,The Hours,Drama|Romance,Julianne Moore|Nicole Kidman|Meryl Streep|Stephen Dillane|Miranda Richardson,Stephen Daldry,"The story of three women searching for more potent, meaningful lives. Each is alive at a different time and place, all are linked by their yearnings and their fears. Their stories intertwine, and finally come together in a surprising, transcendent moment of shared recognition.",en,https://image.tmdb.org/t/p/w500/4myDtowDJQPQnkEDB1IWGtJR1Fo.jpg,3.7,15.0,10.25857827228719,274558,590.0
5993,Max,Drama,John Cusack|Noah Taylor|Leelee Sobieski|Molly Parker|Kevin McKidd,Menno Meyjes,"In 1918, a young, disillusioned Adolf Hitler strikes up a friendship with a Jewish art dealer while weighing a life of passion for art vs. talent at politics",en,https://image.tmdb.org/t/p/w500/a2zqJWEAqSyPS7VZP0biBdJIpHn.jpg,2.9,5.0,5.1961024607613595,290210,13560.0
5994,Nicholas Nickleby,Drama|Romance,Charlie Hunnam|Nathan Lane|Jim Broadbent|Christopher Plummer|Jamie Bell,Douglas McGrath,"Nicholas Nickleby, a young boy in search of a better life, struggles to save his family and friends from the abusive exploitation of his coldheartedly grasping uncle.",en,https://image.tmdb.org/t/p/w500/uLilCY2We3Ore9Ke7CdafntHvmT.jpg,4.0,2.0,4.394449154672439,309912,29339.0
5995,The Pianist,Drama|War,Adrien Brody|Thomas Kretschmann|Frank Finlay|Maureen Lipman|Emilia Fox,Roman Polanski,"The true story of pianist Władysław Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.",en,https://image.tmdb.org/t/p/w500/2hFvxCCWrTmCYwfy7yum0GKRi3Y.jpg,4.108695652173913,46.0,15.819084711373936,253474,423.0
5999,Heavy Metal 2000,Action|Adventure|Animation|Fantasy|Sci-Fi,Michael Ironside|Julie Strain|Billy Idol|Pier Paquette|Sonja Ball,Michel Lemire|Michael Coldewey,"Upon discovery of a shard of what could be the Loc-Nar, a miner named Tyler becomes possessed with an insatiable hunger for power and a thirst for immortality. On his way to the planet of youth, Tyler wipes out most of a space colony and kidnaps a beautiful young woman. His only mistake is that he doesn't kill her sister, Julie, who then sets out on a mission of rescue and revenge.",en,https://image.tmdb.org/t/p/w500/dCggUkmi3Fyc1HrSnyaSxKPrG4n.jpg,2.25,2.0,2.471877649503247,119273,16225.0
6001,The King of Comedy,Comedy|Drama,Robert De Niro|Jerry Lewis|Diahnne Abbott|Sandra Bernhard|Shelley Hack,Martin Scorsese,"Aspiring comic Rupert Pupkin attempts to achieve success in show business by stalking his idol, a late night talk-show host who craves his own privacy.",en,https://image.tmdb.org/t/p/w500/3BM78deUfeZfShqPTblZuamgC8a.jpg,4.071428571428571,7.0,8.46629770541076,85794,262.0
6002,Love Liza,Drama,Philip Seymour Hoffman|Jack Kehler|Sarah Koskoff|Stephen Tobolowsky|Erika Alexander,Todd Louiso,"Following the unexplained suicide of his wife Liza, website designer Wilson Joel turns to huffing gasoline fumes and remote control gaming while avoiding an inevitable conflict with his mother-in-law.",en,https://image.tmdb.org/t/p/w500/dAjQy6CpYMTZ4ClrcaeJcoT3UHa.jpg,3.3333333333333335,3.0,4.620981203732969,282698,15395.0
6003,Confessions of a Dangerous Mind,Comedy|Crime|Drama|Thriller,Sam Rockwell|Drew Barrymore|George Clooney|Julia Roberts|Rutger Hauer,George Clooney,"Television made him famous, but his biggest hits happened off screen. Television producer by day, CIA assassin by night, Chuck Barris was recruited by the CIA at the height of his TV career and trained to become a covert operative. Or so Barris said.",en,https://image.tmdb.org/t/p/w500/nccluUFM3pRNI9nUyDEcDa6KviO.jpg,3.6,15.0,9.981319400063212,290538,4912.0
6005,Blue Collar Comedy Tour: The Movie,Comedy|Documentary,Jeff Foxworthy|Ron White|Larry the Cable Guy|Bill Engvall|Heidi Klum,C.B. Harding,The comedic stylings of four sort-of famous funnymen are brought to the big screen courtesy of this 2002 documentary.,en,https://image.tmdb.org/t/p/w500/fUlTnmldkZQCSOy3nCAfire0SWM.jpg,3.0,3.0,4.1588830833596715,330069,23626.0
6006,Just Married,Comedy|Romance,Ashton Kutcher|Brittany Murphy|Christian Kane|David Moscow|Monet Mazur,Shawn Levy,"Although Tom Leezak and Sarah McNerney come from different worlds, they are both unexpectedly swept off their feet after their first meeting. They quickly fall in love and plan to get married, despite opposition from Sarah's uptight, rich family. After their wedding, the happy couple sets off - with the highest of hopes and ideals about love and marriage - on what they expect will be the perfect honeymoon in Italy. Thanks to a relentless string of bad luck with one disaster after another, and an impromptu visit from Sarah's wealthy one-time ex-lover Peter Prentiss, the newlyweds experience the honeymoon from hell that tests the limits of their young love.  Is it worth throwing away their love and marriage?",en,https://image.tmdb.org/t/p/w500/FRqnYDjbstsCgLSJJ3SifOh2ca.jpg,2.75,8.0,6.042367587674604,305711,12090.0
6009,The City of Lost Souls,Crime|Drama|Thriller,Teah|Michele Reis|Patricia Manterola|Mitsuhiro Oikawa|Koji Kikkawa,Takashi Miike,"Brazilian-Japanese gangster Mario rescues his Chinese girlfriend Kei as she's about to be deported from Japan. Desperate to escape, he hides in Tokyo's booming Japanese-Portuguese community and seeks passage from the country from a Russian mobster. To meet his price, they hold up a bigtime drug deal between the Chinese Mafia and the local Yakuza.",ja,https://image.tmdb.org/t/p/w500/2TajLnUCAWlAgl47qcmg28rAaZf.jpg,3.0,1.0,2.0794415416798357,246498,36273.0
6012,A Guy Thing,Comedy|Romance,Jason Lee|Selma Blair|Julia Stiles|Shawn Hatosy|Lochlyn Munro,Chris Koch,"Paul Morse is a good guy. When his friends throw him a wild bachelor party, he just wants to keep his conscience clean -- which is why he's shocked when he wakes up in bed with a beautiful girl named Becky and can't remember the night before. Desperate to keep his fiancée, Karen, from finding out what may or may not be the truth, he tells her a teensy lie. Soon his lies are spiraling out of control and his life is a series of comical misunderstandings.",en,https://image.tmdb.org/t/p/w500/lpv86hQftikE2ecb1OPYFFMr98r.jpg,2.5,4.0,4.023594781085251,295289,9582.0
6013,Kangaroo Jack,Action|Comedy,Jerry O'Connell|Anthony Anderson|Estella Warren|Christopher Walken|Michael Shannon,David McNally,"Two childhood friends — a New York hairstylist and a wanna-be musician — get mixed-up with the mob and are forced to deliver $50,000 to Australia, but things go all wrong when the money is lost to a wild kangaroo.",en,https://image.tmdb.org/t/p/w500/nflh9On0de4l7ItCl3n4NVXjmnm.jpg,1.75,2.0,1.922571505169192,257568,10628.0
6014,National Security,Action|Comedy,Martin Lawrence|Steve Zahn|Colm Feore|Bill Duke|Eric Roberts,Dennis Dugan,"Earl Montgomery, a bombastic police academy reject, and Hank Rafferty, a disgraced, mild-mannered cop, can't seem to escape each other. They met on opposite sides of the law during a routine traffic stop that escalated out of control; now as lowly security guards they're thrown together to bust a smuggling operation.",en,https://image.tmdb.org/t/p/w500/8k6Qk2LiC3H1WWHxZXoXOVq89cS.jpg,2.5,5.0,4.479398673070137,271668,11078.0
6016,City of God,Action|Adventure|Crime|Drama|Thriller,Alexandre Rodrigues|Leandro Firmino|Phellipe Haagensen|Douglas Silva|Jonathan Haagensen,Fernando Meirelles,"In the poverty-stricken favelas of Rio de Janeiro in the 1970s, two young men choose different paths. Rocket is a budding photographer who documents the increasing drug-related violence of his neighborhood, while José “Zé” Pequeno is an ambitious drug dealer diving into a dangerous life of crime.",pt,https://image.tmdb.org/t/p/w500/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg,4.1466666666666665,75.0,17.958107584387317,317248,598.0
6020,Alice Adams,Comedy|Drama,Katharine Hepburn|Fred MacMurray|Fred Stone|Evelyn Venable|Frank Albertson,George Stevens,"In the lower-middle-class Adams family, father and son are happy to work in a drugstore, but mother and daughter Alice try every possible social-climbing stratagem despite snubs and embarrassment. When Alice finally meets her dream man Arthur, mother nags father into a risky business venture and plans to impress Alice's beau with an ""upscale"" family dinner. Will the excruciating results drive Arthur away?",en,https://image.tmdb.org/t/p/w500/rjhJDaC7025umyBKvKHyOsocKDp.jpg,3.5,1.0,2.4260151319598084,26056,43886.0
6021,The American Friend,Crime|Drama|Mystery|Thriller,Dennis Hopper|Bruno Ganz|Lisa Kreuzer|Gérard Blain|Nicholas Ray,Wim Wenders,"Tom Ripley, an American who deals in forged art, is slighted at an auction in Hamburg by picture framer Jonathan Zimmerman. When Ripley is asked by gangster Raoul Minot to kill a rival, he suggests Zimmerman, and the two, exploiting Zimmerman's terminal illness, coerce him into being a hitman.",de,https://image.tmdb.org/t/p/w500/jHVe5EHDFj9ac2F2aU86sWTGKnn.jpg,5.0,1.0,3.4657359027997265,75675,11222.0
6022,American Me,Drama,Edward James Olmos|William Forsythe|Pepe Serna|Panchito Gómez|Steve Wilcox,Edward James Olmos,"During his 18 years in Folsom Prison, street-gang leader Santana rules over all the drug-and-murder activities behind bars. Upon his release, Santana goes back to his old neighborhood, intending to lead a peaceful, crime-free life. But his old gang buddies force him back into his old habits.",en,https://image.tmdb.org/t/p/w500/mrcdh66L6K1Nb5xPORuZufvE9aE.jpg,2.5,3.0,3.4657359027997265,103671,13199.0
6023,Band of Outsiders,Comedy|Crime|Drama|Romance,Anna Karina|Claude Brasseur|Sami Frey|Danièle Girard|Louisa Colpeyn,Jean-Luc Godard,"Cinephile slackers Franz and Arthur spend their days mimicking the antiheroes of Hollywood noirs and Westerns while pursuing the lovely Odile. The misfit trio upends convention at every turn, be it through choreographed dances in cafés or frolicsome romps through the Louvre. Eventually, their romantic view of outlaws pushes them to plan their own heist, but their inexperience may send them out in a blaze of glory -- which could be just what they want.",fr,https://image.tmdb.org/t/p/w500/9oqyj79xmcypxLajJdefOtrYx64.jpg,3.5,2.0,3.845143010338384,57869,8073.0
6025,CB4,Comedy,Chris Rock|Allen Payne|Deezer D|Chris Elliott|Phil Hartman,Tamra Davis,"A ""rockumentary"", covering the rise to fame of MC Gusto, Stab Master Arson, and Dead Mike: members of the rap group ""CB4"". We soon learn that these three are not what they seem and don't appear to know as much about rap music as they claim... but a lack of musical ability in an artist never hurts sales, does it? You've just got to play the part of a rap star...",en,https://image.tmdb.org/t/p/w500/7bP66TCKWPTsiER72xgyKUsjg82.jpg,2.9,5.0,5.1961024607613595,106500,15278.0
6027,Dogfight,Drama|Romance,River Phoenix|Lili Taylor|Richard Panebianco|Anthony Clark|Mitchell Whitfield,Nancy Savoca,"In the fall of 1963, Eddie Birdlace is an 18-year-old Marine Corps volunteer who is about to ship out with three of his buddies for a tour of duty in Vietnam. Planning a massive blowout for their last night in San Francisco, Eddie, his buddies, and a number of other Marines set up a contest they call a ""dogfight”.",en,https://image.tmdb.org/t/p/w500/1sEJy723hW629jzzX8H5k5MTVMq.jpg,4.166666666666667,3.0,5.776226504666211,101748,14667.0
6030,Girls! Girls! Girls!,Comedy|Musical,Elvis Presley|Stella Stevens|Jeremy Slate|Laurel Goodwin|Benson Fong,Norman Taurog,"When he finds out his boss is retiring to Arizona, a sailor, Ross Carpenter, has to find a way to buy the Westwind, a boat that he and his father built. He is also caught between two women: insensitive club singer Robin and sweet Laurel.",en,https://image.tmdb.org/t/p/w500/41NoayYsUD4LPv586apJxl0iNzf.jpg,2.0,1.0,1.3862943611198906,56023,15734.0
6031,Imitation of Life,Drama|Romance,Lana Turner|John Gavin|Juanita Moore|Sandra Dee|Susan Kohner,Douglas Sirk,"In 1940s New York, a white widow who dreams of being on Broadway has a chance encounter with a black single mother, who becomes her maid.",en,https://image.tmdb.org/t/p/w500/595b692sHJ70kJw8XQO8qzl3HFW.jpg,3.5,2.0,3.845143010338384,52918,34148.0
6033,Mystery Date,Comedy,Ethan Hawke|Teri Polo|Brian McNamara|Fisher Stevens|Tony Rosato,Jonathan Wacks,"Tom McHugh quickly learns that his perfect big brother Craig isn't all he's cracked up to be while on a night on the town with the girl next door, during which Tom is harassed by unpleasant strangers, threatened by mobsters, pursued by police, attacked by an irate florist, accused of murder, and has his date kidnapped—all because everyone thinks he's Craig...and the classic 1959 DeSoto Firesweep he borrowed off his brother has two dead bodies in the trunk.",en,https://image.tmdb.org/t/p/w500/vof40ryhBNTEvtjHl1somhdrXm.jpg,3.0,1.0,2.0794415416798357,102500,53027.0
