index,actor,movies_count,total_users,avg_rating,image_url
13661,Paul Walker,16,173,2.81875,https://image.tmdb.org/t/p/w500/q2PLqKHYCs35HR7QybaNPH3JT96.jpg
4977,Emma Stone,16,236,3.18625,https://image.tmdb.org/t/p/w500/cZ8a3QvAnj2cgcgVL6g4XaqPzpL.jpg
1923,Billy Crudup,16,246,3.645625,https://image.tmdb.org/t/p/w500/4kHvUUVFMW8GJTHJtoAiskqhcyO.jpg
12131,Michael Madsen,16,471,2.925,https://image.tmdb.org/t/p/w500/69cqjkTNKI1muAfnvorfmWNVgIe.jpg
12139,Michael McKean,16,216,2.74,https://image.tmdb.org/t/p/w500/xuEZeuylzznJcf0nDs1RlvuzaPr.jpg
2304,Bruce Campbell,16,199,3.41,
3552,Dakota Fanning,16,182,2.815,https://image.tmdb.org/t/p/w500/6bNiiHnZZfA7YYIxO5FszvNFBlI.jpg
1074,Anne Heche,16,124,2.995625,https://image.tmdb.org/t/p/w500/65LVuA01bmKCmr8yqY2Ae3IgeC4.jpg
5028,Eric Bana,16,256,3.23,https://image.tmdb.org/t/p/w500/xIjQVywxkymHbbSO7lD2F9f377W.jpg
6853,Ian Holm,16,611,3.87875,https://image.tmdb.org/t/p/w500/cOJDgvgj4nMec6Inzj1H5nugTO5.jpg
6808,Hugo Weaving,16,835,3.133125,https://image.tmdb.org/t/p/w500/t4ScpYIHlXVD41scEyiGdQDYflX.jpg
5602,Fred Ward,16,182,3.209375,https://image.tmdb.org/t/p/w500/t3tZduAwP1LMR8Vc13HZ39wKJ1q.jpg
1137,Anthony Anderson,16,106,2.734375,https://image.tmdb.org/t/p/w500/reO1OjwFdtXmiO4LMDaBj6eatzK.jpg
1692,Ben Foster,16,93,3.32625,https://image.tmdb.org/t/p/w500/p5FlM9OOStD9I0Nm3GGlhaiAC5r.jpg
15590,Sean Astin,16,765,3.260625,https://image.tmdb.org/t/p/w500/ywH1VvdwqlcnuwUVr0pV0HUZJQA.jpg
16925,Tilda Swinton,16,197,3.4362500000000002,https://image.tmdb.org/t/p/w500/9FPPOP8KEWD3PTNXJcZJYN4quU4.jpg
4557,Dylan Baker,16,155,3.221875,https://image.tmdb.org/t/p/w500/4mw6xj8Aj3ixjjeUj9pZdZPTbvz.jpg
17622,Vincent Price,16,50,3.44875,https://image.tmdb.org/t/p/w500/7JIv7U5kwveryP7hrPYgHlKea4d.jpg
6887,Idris Elba,16,134,3.29625,https://image.tmdb.org/t/p/w500/be1bVF7qGX91a6c5WeRPs5pKXln.jpg
6564,Helen Hunt,16,428,3.153125,https://image.tmdb.org/t/p/w500/aJVortGgkGkvK0DMiY0I7Fv77Qb.jpg
17942,William Holden,16,171,3.604375,https://image.tmdb.org/t/p/w500/1NteZErz0dEumWBa58EQGl67KoU.jpg
6726,Holly Hunter,16,459,3.353125,https://image.tmdb.org/t/p/w500/kC7KX03VAWvogOCuwKbMo4V6TuU.jpg
3130,Christopher Lee,16,138,2.78875,
8257,Joan Plowright,16,102,3.050625,https://image.tmdb.org/t/p/w500/un5wsOnz22Rvl82niE0LGAVxggQ.jpg
13845,Peter O'Toole,16,115,3.09,https://image.tmdb.org/t/p/w500/bk2AIN5yjqkthDUxUH0Q4U2ekRH.jpg
1867,Bill Hader,16,207,3.085,https://image.tmdb.org/t/p/w500/8LiP5wHNq3QpwoARquhkGcPSgjM.jpg
2778,Charles Grodin,16,87,2.923125,https://image.tmdb.org/t/p/w500/k3LIbJE9nxn4nI79tef4zdjtEzq.jpg
4862,Ellen Barkin,16,82,3.36125,https://image.tmdb.org/t/p/w500/k8L89k5xEk7hN3TUKkEFUcPzSxh.jpg
9437,Katie Holmes,16,263,3.116875,https://image.tmdb.org/t/p/w500/gDhc9rLbhpXdY8lISD7yPiIhvp4.jpg
7092,J.K. Simmons,16,219,3.17625,https://image.tmdb.org/t/p/w500/ScmKoJ9eiSUOthAt1PDNLi8Fkw.jpg
11041,Malcolm McDowell,16,229,3.048125,https://image.tmdb.org/t/p/w500/hL8ep4Hqj6izX7IlzE7Bbcfq62w.jpg
11007,Maggie Smith,16,226,3.328125,
8142,Jim Belushi,16,43,3.118125,https://image.tmdb.org/t/p/w500/wIvFYH110ER7ukwR0qryQJJDQYH.jpg
8112,Jet Li,16,147,3.26375,
18336,Zoe Saldaña,16,263,3.16,https://image.tmdb.org/t/p/w500/iOVbUH20il632nj2v01NCtYYeSg.jpg
13447,Patricia Clarkson,15,103,3.2359999999999998,https://image.tmdb.org/t/p/w500/rHHM9G83fpBAcFathbSyV4Tot5j.jpg
14562,Rick Moranis,15,445,2.9593333333333334,https://image.tmdb.org/t/p/w500/rVZbTJjM4g0Um6trlLHRiBzBO7t.jpg
4803,Elisabeth Shue,15,320,2.9853333333333336,https://image.tmdb.org/t/p/w500/1pmjDSLvOuqKW1P2KRPlpFMeUFe.jpg
3188,Cillian Murphy,15,143,3.6406666666666667,https://image.tmdb.org/t/p/w500/llkbyWKwpfowZ6C8peBjIV9jj99.jpg
7171,Jack Warden,15,219,3.091333333333333,https://image.tmdb.org/t/p/w500/hSShXiYMfRpMByaB5euZ59qCKN.jpg
7992,Jeremy Renner,15,209,3.5126666666666666,https://image.tmdb.org/t/p/w500/yB84D1neTYXfWBaV0QOE9RF2VCu.jpg
5513,Frank Langella,15,181,3.2786666666666666,https://image.tmdb.org/t/p/w500/86DEo3sBguyc1l46606yVKD28T4.jpg
12283,Michelle Rodriguez,15,244,3.408,https://image.tmdb.org/t/p/w500/wVcbrae4eRqGMFZz8Eh52Dl1biP.jpg
14877,Rod Steiger,15,125,3.1366666666666663,https://image.tmdb.org/t/p/w500/brIyEn13q7IQr0MoNcU529roNbr.jpg
12842,Nathan Lane,15,353,3.274,https://image.tmdb.org/t/p/w500/nEYS0KO1qVO3y0RAt8V8pFxnPb7.jpg
2618,Carrie-Anne Moss,15,671,3.2199999999999998,https://image.tmdb.org/t/p/w500/gc7JwuLDD0kXHUlGx5vWzdlqSIT.jpg
6527,Heather Graham,15,350,3.0713333333333335,https://image.tmdb.org/t/p/w500/avYdNkeg1oTvmrNJbFDcTlBCkKs.jpg
8240,Joan Allen,15,294,3.509333333333333,https://image.tmdb.org/t/p/w500/ipUhzenaOCmrxqbPqc7RadYxWao.jpg
2998,Chris O'Donnell,15,347,2.8873333333333333,https://image.tmdb.org/t/p/w500/KvWBFg1aMBdu4X2PihXYL8xcFD.jpg
4981,Emma Watson,15,618,3.324,https://image.tmdb.org/t/p/w500/A14lLCZYDhfYdBa0fFRpwMDiwRN.jpg
4000,David Spade,15,174,2.880666666666667,https://image.tmdb.org/t/p/w500/8tv638lAMLmYh8bSLICqPzbW3tv.jpg
4402,Donald Pleasence,15,115,3.1093333333333333,https://image.tmdb.org/t/p/w500/eVJGFCd8ikP6w0XjkuiTbsm65eD.jpg
15350,Sam Shepard,15,72,3.246666666666667,https://image.tmdb.org/t/p/w500/mVR3Le1rSGIbQmld3Ve42RVFcyI.jpg
9701,Kevin Hart,15,53,3.1300000000000003,https://image.tmdb.org/t/p/w500/byiNydUlM6oP8diA7WMvYbNM7a1.jpg
15169,Rutger Hauer,15,291,3.3373333333333335,https://image.tmdb.org/t/p/w500/3Lly7qwOrESdFcwyaiEOfPlB76l.jpg
15031,Rosamund Pike,15,161,3.146,https://image.tmdb.org/t/p/w500/8ObNklHDi2hjdz0ayzJFB9jtqzm.jpg
7341,James Coburn,15,320,3.3733333333333335,https://image.tmdb.org/t/p/w500/9GApjInyrVvjnTAr652C1aViPqZ.jpg
271,Alan Alda,15,146,3.0733333333333333,https://image.tmdb.org/t/p/w500/6ccCKFhXiMmjLoiFDyJaU4eJaQO.jpg
13514,Patrick Swayze,15,244,3.0113333333333334,https://image.tmdb.org/t/p/w500/cjOI4kvoLIec0ZnqXibjSTDfq3y.jpg
9339,Kate Hudson,15,150,2.9699999999999998,https://image.tmdb.org/t/p/w500/s79lH1QzEg2fkXULKBxRmU9aNr8.jpg
16761,Terence Stamp,15,193,3.022666666666667,https://image.tmdb.org/t/p/w500/ept9urkuhPbGndVXkERw39R9oid.jpg
5188,Eugene Levy,15,168,2.6319999999999997,https://image.tmdb.org/t/p/w500/y4CexxKSI6qR5A6PDaD8mSrEhYC.jpg
306,Alan Rickman,15,543,3.5833333333333335,https://image.tmdb.org/t/p/w500/nKl8ZRYjBJya7aj7phJUyrtSll6.jpg
16343,Stockard Channing,15,166,3.1126666666666667,https://image.tmdb.org/t/p/w500/qAYBGvapAnnhpoZuYFyoqetncs5.jpg
2670,Catherine O'Hara,15,291,2.884,https://image.tmdb.org/t/p/w500/xjthrsXA31PVX91ByIQzORKSD0E.jpg
14679,Robert Carlyle,15,259,3.2873333333333337,https://image.tmdb.org/t/p/w500/yOdTewlmmvxqDaKbWJ7eAk0ULCf.jpg
1377,Ashley Judd,15,112,2.996,https://image.tmdb.org/t/p/w500/5771ZxVIs5rQbI1SV8TOlAFcF15.jpg
11478,Martin Balsam,15,274,3.44,https://image.tmdb.org/t/p/w500/2q7xs6j6vGll3pc9Mm6TUEvvwBf.jpg
6122,Gong Li,15,68,3.598666666666667,
10059,Lance Henriksen,15,359,3.0566666666666666,https://image.tmdb.org/t/p/w500/1PkFmD5HdjmRa2DumtwINnnAjTH.jpg
3691,Daniel Radcliffe,15,598,3.477333333333333,https://image.tmdb.org/t/p/w500/iPg0J9UzAlPj1fLEJNllpW9IhGe.jpg
17788,Warren Beatty,15,130,3.064,https://image.tmdb.org/t/p/w500/4IDilrr21iRKv75QOwNKJPC3WgW.jpg
8334,Joe Pantoliano,15,522,3.2439999999999998,https://image.tmdb.org/t/p/w500/3OHUI3nX4SYGGItDk3xqeIvWtIf.jpg
2805,Charles S. Dutton,15,185,3.038,https://image.tmdb.org/t/p/w500/eNLs4JLILqSY50Tq5QMkrlBxD0H.jpg
5777,Gary Sinise,15,653,2.996666666666667,https://image.tmdb.org/t/p/w500/olRjiV8ZhBixQiTvrGwXhpVXxsV.jpg
4323,Dom DeLuise,15,92,2.8513333333333337,https://image.tmdb.org/t/p/w500/3k45LlomavX4f2f3FnjtKhjojuf.jpg
2852,Charlotte Rampling,15,52,3.3433333333333333,https://image.tmdb.org/t/p/w500/7fhg5FCcl0VfYERP5D0unpybqgx.jpg
4955,Emily Watson,15,160,3.522666666666667,https://image.tmdb.org/t/p/w500/bd0qiJXHoLNpkCqABsh67AKRtjC.jpg
4950,Emily Mortimer,15,86,3.2813333333333334,https://image.tmdb.org/t/p/w500/oZ4CZW2eW8lL2alD1mwZrFkfACI.jpg
12475,Minnie Driver,15,295,3.134,https://image.tmdb.org/t/p/w500/OskQBuriLtKWNiCnLTHjMqV1ga.jpg
16264,Steve Guttenberg,15,166,2.703333333333333,https://image.tmdb.org/t/p/w500/ghTMepliFNcRQHNELs8pgNDsZyW.jpg
15554,Scott Glenn,15,562,3.1846666666666668,https://image.tmdb.org/t/p/w500/keBKcMPojtRTi5ImLXOoKDmDbqU.jpg
912,Angela Bassett,15,135,2.8819999999999997,https://image.tmdb.org/t/p/w500/tKnuviliyeKNGlo26IU5gIrJAtd.jpg
6456,Harry Dean Stanton,15,323,3.1933333333333334,https://image.tmdb.org/t/p/w500/sTOaAZ2CecGYa1DRTDDaqi70Mus.jpg
10396,Leslie Mann,15,191,2.9339999999999997,https://image.tmdb.org/t/p/w500/x3OS9RL3qsv50kzRtpR2OhbuTkr.jpg
8874,Josh Lucas,14,169,3.0414285714285714,https://image.tmdb.org/t/p/w500/ueR4CH32f22DGjFxuhnW1o3YKB3.jpg
15106,Roy Scheider,14,222,3.285,https://image.tmdb.org/t/p/w500/y0MTwkCm5fIKjM1xH90tZbjAHql.jpg
3967,David Ogden Stiers,14,282,3.25,https://image.tmdb.org/t/p/w500/cgCTQt3RZVkhkusG77l4HwHEH6A.jpg
3973,David Paymer,14,164,2.5135714285714283,https://image.tmdb.org/t/p/w500/owoOdDFgXpls1OFKwmQ104Nkl5.jpg
522,Alfre Woodard,14,122,3.187857142857143,https://image.tmdb.org/t/p/w500/erXesg092Pi7SHKEK2UHeimPPKf.jpg
9707,Kevin James,14,119,2.919285714285714,https://image.tmdb.org/t/p/w500/3WPW5duZyQcjveefxwLULgIyhM0.jpg
16979,Timothy Spall,14,196,3.82,https://image.tmdb.org/t/p/w500/dEhBrDYNVpfWMDx8vpcrp4pXDwl.jpg
11317,Marion Cotillard,14,50,3.1335714285714285,https://image.tmdb.org/t/p/w500/biitzOF0GffIqFYLyOPkoiaOngQ.jpg
2378,Burt Young,14,227,2.767857142857143,https://image.tmdb.org/t/p/w500/6QWnsSbjYog0D6hkPhg7Frty54D.jpg
3182,Ciarán Hinds,14,106,3.358571428571429,https://image.tmdb.org/t/p/w500/d8wLIX9VYgwXRGSp1gmUdUxmApv.jpg
10998,Maggie Gyllenhaal,14,286,3.4664285714285716,https://image.tmdb.org/t/p/w500/vsfkWdYWmA9CpzMHTJzrFxlDnEZ.jpg
8149,Jim Caviezel,14,161,3.238571428571429,https://image.tmdb.org/t/p/w500/3dwavYsGYA6zzzipfdLIHbudIZW.jpg
47,Abigail Breslin,14,236,2.9807142857142854,https://image.tmdb.org/t/p/w500/1MQMfcb3fuN0lC1egdaOnHcTlm8.jpg
3005,Chris Pine,14,180,3.185,https://image.tmdb.org/t/p/w500/d8hGMH1igEFnpNFEEFdP3yFHV3U.jpg
4863,Ellen Burstyn,14,222,3.487142857142857,https://image.tmdb.org/t/p/w500/uEHZoAtCnGCXvQDHe3s3DWW2G1c.jpg
17007,Tobey Maguire,14,460,3.426428571428571,https://image.tmdb.org/t/p/w500/s6PwSvq6gC7PGEjIku69tPbvR8M.jpg
14133,Radha Mitchell,14,149,3.307857142857143,https://image.tmdb.org/t/p/w500/bSMnlZcJtwobKekX8PTqsyA4TKL.jpg
3735,Danny Aiello,14,270,3.1700000000000004,https://image.tmdb.org/t/p/w500/2WiZ8SkiFU355GUT2QuSPlenrfM.jpg
4923,Emile Hirsch,14,109,3.302857142857143,https://image.tmdb.org/t/p/w500/qxshYNcE9yYBvdY5oXp9v6lglG0.jpg
16937,Tim Curry,14,275,2.891428571428572,https://image.tmdb.org/t/p/w500/lYVYVNsPDzeLL6ReCRhh8kezu4y.jpg
5983,Giancarlo Esposito,14,95,3.0385714285714287,https://image.tmdb.org/t/p/w500/rcXnr82TwDzU4ZGdBeNXfG0ZQnZ.jpg
5073,Eric Stoltz,14,132,3.1571428571428575,https://image.tmdb.org/t/p/w500/idFuM00MeVmwGAiqvDaJcBiLAmD.jpg
7923,Jennifer Lawrence,14,240,3.4664285714285716,https://image.tmdb.org/t/p/w500/nSWSc3pAQEw0lPAmAk4d9GFMv6k.jpg
7915,Jennifer Garner,14,206,3.1142857142857143,https://image.tmdb.org/t/p/w500/ftymEXqdTnXfaI6dGd9qrJoFOSE.jpg
8360,Joel Edgerton,14,73,3.255714285714286,https://image.tmdb.org/t/p/w500/2YzeeiYUbI94Ywc7MVMo1NcN6jf.jpg
10014,Kyra Sedgwick,14,119,3.2028571428571433,https://image.tmdb.org/t/p/w500/cfpLVZWChElvkKegZopC0xDjEWk.jpg
1392,Ashton Kutcher,14,135,2.7407142857142857,https://image.tmdb.org/t/p/w500/4QrIyEezQ9sF8YO7tvQ739GjHVy.jpg
3663,Daniel Day-Lewis,14,219,3.692857142857143,https://image.tmdb.org/t/p/w500/3kNA9VcmymoEwT0btQ4bvMYxzcP.jpg
10164,Lauren Bacall,14,93,3.6114285714285717,https://image.tmdb.org/t/p/w500/iCOzbSzCSUC6D9EcyXtVb2FRNu0.jpg
1047,Annabella Sciorra,14,54,2.7135714285714285,https://image.tmdb.org/t/p/w500/p2dnBSjLzKxldrHCQZYmVq0LcFw.jpg
17109,Tom Skerritt,14,418,3.117142857142857,https://image.tmdb.org/t/p/w500/xP2BNCa5NixphQOpFCl44B0HWgW.jpg
1921,Billy Connolly,14,137,2.9250000000000003,https://image.tmdb.org/t/p/w500/imqsEA1EPet7OvHx80VfTYfFcWf.jpg
13774,Peter Boyle,14,352,2.980714285714286,https://image.tmdb.org/t/p/w500/6TapQmC46mPDYrwm67tyJaEM97I.jpg
11874,Mayumi Tanaka,14,42,3.7721428571428572,
7885,Jena Malone,14,214,3.3921428571428573,https://image.tmdb.org/t/p/w500/1qmkanVCFr3ZaXcxSXVDO8andb0.jpg
12373,Mike Myers,14,721,3.0321428571428575,https://image.tmdb.org/t/p/w500/gjfDl52Kk02MPgUYFjs9bOy33OY.jpg
355,Alec Guinness,14,379,3.5914285714285716,https://image.tmdb.org/t/p/w500/gplGgl6XERpvYdluiwY8GlxSdpi.jpg
6829,Héctor Elizondo,14,188,2.709285714285714,https://image.tmdb.org/t/p/w500/7Mfx9xeOFKXtzVpAc1488LiHs0b.jpg
11751,Matthew Modine,14,177,3.2564285714285717,https://image.tmdb.org/t/p/w500/z974QEHL12qUvLyk6hlWGAmDgom.jpg
10303,Lena Headey,14,176,2.9864285714285717,https://image.tmdb.org/t/p/w500/cDyZLf8ddz0EgoUjpv4jjzy7qxA.jpg
7647,Javier Bardem,14,160,3.700714285714286,https://image.tmdb.org/t/p/w500/eCBiiPvBfIY7exDQwH0vEM6Bf3c.jpg
2305,Bruce Davison,14,79,3.215,https://image.tmdb.org/t/p/w500/41JtouCUhnnBwWmdsemPydtk3FB.jpg
1161,Anthony LaPaglia,14,147,2.8871428571428575,https://image.tmdb.org/t/p/w500/31fRY01Dq2ebkx09FjuG5g3QW9G.jpg
1162,Anthony Mackie,14,121,3.287142857142857,https://image.tmdb.org/t/p/w500/9r3bvl2pBZwZMN3KUg43Sp8c7ZU.jpg
5223,Evan Rachel Wood,14,84,3.012857142857143,https://image.tmdb.org/t/p/w500/ksXTb2bvqt60bCGRwBlWrNbZHnr.jpg
11600,Mary-Louise Parker,14,180,3.18,https://image.tmdb.org/t/p/w500/1ohhrIZ4OMlLx9DvHjPhQJAIP0F.jpg
17198,Tony Leung Chiu-wai,14,98,3.9221428571428567,https://image.tmdb.org/t/p/w500/nQbSQAws5BdakPEB5MtiqWVeaMV.jpg
17639,Viola Davis,14,124,3.215,https://image.tmdb.org/t/p/w500/xDssw6vpYNRjsybvMPRE30e0dPN.jpg
1425,Audrey Hepburn,14,176,3.5742857142857143,
2942,Chloë Grace Moretz,14,154,3.072142857142857,https://image.tmdb.org/t/p/w500/yjvE3aovyTvebAOalNaI3t6KkjQ.jpg
17242,Toshirō Mifune,14,98,3.900714285714286,https://image.tmdb.org/t/p/w500/3A9PqrtiXHLp8B2JL7m3YvVXrmL.jpg
12418,Mila Kunis,14,169,3.1292857142857144,https://image.tmdb.org/t/p/w500/cJAHQWX9hVadDFx5WTSBIW0VjvP.jpg
9057,Julie Andrews,14,306,3.3971428571428572,https://image.tmdb.org/t/p/w500/kTXM2KfsXh2vSav0s9vaDKfs4lR.jpg
9105,Juliette Binoche,14,164,3.457857142857143,https://image.tmdb.org/t/p/w500/llNGfF2gNBa1l39iqmjhZuDDzn6.jpg
13557,Paul Dano,14,202,3.7064285714285714,https://image.tmdb.org/t/p/w500/zEJJsm0z07EPNl2Pi1h67xuCmcA.jpg
61,Adam Brody,14,117,2.980714285714286,https://image.tmdb.org/t/p/w500/qKBWrohBYegm6AAaLrtxEqqouIK.jpg
1983,Blythe Danner,14,179,3.39,https://image.tmdb.org/t/p/w500/xIN3nX76b4qN8B32wdoqx053N68.jpg
12680,Myrna Loy,14,32,3.392857142857143,https://image.tmdb.org/t/p/w500/dMGhZpDSgZUHL7yH06hj7Snb1o4.jpg
9407,Kathryn Hahn,13,65,3.123076923076923,https://image.tmdb.org/t/p/w500/9sVllAKfEls3SJD3GoPm2JEZoa5.jpg
12640,Morris Chestnut,13,94,2.852307692307692,https://image.tmdb.org/t/p/w500/lbWJ1mIgAamsREnbKLoj1GdH0sr.jpg
17486,Vanessa Redgrave,13,90,3.566153846153846,https://image.tmdb.org/t/p/w500/ngBS6mLHn1in3kLJlTMR7w0J68r.jpg
9041,Julian Sands,13,210,3.1799999999999997,https://image.tmdb.org/t/p/w500/8TYtEyKZle2B3cUYT7FBM9HJRtZ.jpg
12176,Michael Rooker,13,229,2.983076923076923,https://image.tmdb.org/t/p/w500/ngOuHNIAGrKyY1O7F0f9C5Q9ONg.jpg
3853,David Arquette,13,199,2.686153846153846,https://image.tmdb.org/t/p/w500/8J68lAEKjx5z2Aj7hhDtQ2YQffv.jpg
7988,Jeremy Northam,13,188,3.3530769230769235,https://image.tmdb.org/t/p/w500/lnvV2sEAl1oUkUuUEr51UjxIuRr.jpg
10975,Madonna,13,145,2.664615384615385,https://image.tmdb.org/t/p/w500/d11f76gpql9RNSnyYgZ6yQr5DW7.jpg
11062,Mandy Moore,13,78,3.339230769230769,https://image.tmdb.org/t/p/w500/1Z5yJ6FUsEtlVZzpyzOpfzvcpcm.jpg
9250,Karen Black,13,36,3.4538461538461536,https://image.tmdb.org/t/p/w500/ip0qMxkcUQeTArjqAH4PURWlGEd.jpg
1152,Anthony Edwards,13,169,2.8469230769230767,https://image.tmdb.org/t/p/w500/rP88gP87pa3je6Viem3081tESIV.jpg
2938,Chiwetel Ejiofor,13,200,3.133846153846154,https://image.tmdb.org/t/p/w500/kq5DDnqqofoRI0t6ddtRlsJnNPT.jpg
2952,Chow Yun-Fat,13,180,3.373076923076923,https://image.tmdb.org/t/p/w500/ulog0Jfgd2T84UHxgxoh6KBdEp9.jpg
7595,Jason Biggs,13,212,3.1538461538461537,https://image.tmdb.org/t/p/w500/3nRgOQylYbNuDiddtNoh8uWTz5P.jpg
1826,Beverly D'Angelo,13,232,2.9330769230769227,https://image.tmdb.org/t/p/w500/8fYQIA8dAaA4GOTxOFSKIvTqzi.jpg
6098,Glenne Headly,13,157,2.9523076923076923,https://image.tmdb.org/t/p/w500/4z9baWyXNdW8rFSVgPJK7wrGzVF.jpg
3817,Dave Chappelle,13,193,3.2807692307692307,https://image.tmdb.org/t/p/w500/hDVe67wjmjtbOTzDrFaJfcobcE.jpg
16282,Steve McQueen,13,111,3.5576923076923075,https://image.tmdb.org/t/p/w500/mhHk4NRPXEJLL0SySheXZAArp5w.jpg
7452,Jamie Bell,13,95,3.209230769230769,https://image.tmdb.org/t/p/w500/xAfNYOJYOy5ee9PHbBF8Y6xzZ9I.jpg
18245,Zac Efron,13,57,2.9515384615384614,https://image.tmdb.org/t/p/w500/pdWXP7XG6qqOoxoLid1DWYwmaMY.jpg
18249,Zach Galifianakis,13,177,3.4315384615384614,https://image.tmdb.org/t/p/w500/qsDfoUlRnXHUiqZeBPWHzmgmKGX.jpg
15692,Seth Green,13,186,2.9353846153846153,https://image.tmdb.org/t/p/w500/l4No5Eu6j0U80hCIkaSn17AOWrj.jpg
16262,Steve Coogan,13,76,3.2707692307692304,https://image.tmdb.org/t/p/w500/tT7OXc2qA6hlREHXdwGLp0XihzA.jpg
16216,Stephen Lang,13,130,2.9538461538461536,https://image.tmdb.org/t/p/w500/hdRiM73H2mpJws559TWHCAia7qJ.jpg
4155,Dennis Farina,13,273,3.1500000000000004,https://image.tmdb.org/t/p/w500/4hEWe0ZcDpGlB3nRizLkVMcG13B.jpg
14405,Rhys Ifans,13,156,3.1953846153846155,https://image.tmdb.org/t/p/w500/1D670EEsbky3EtO7XLG32A09p92.jpg
564,Alicia Silverstone,13,199,2.710769230769231,https://image.tmdb.org/t/p/w500/pyxqkP4i0ubVdoRe5hoiiiwkHkb.jpg
13277,Olympia Dukakis,13,172,3.0876923076923077,https://image.tmdb.org/t/p/w500/pwoIzB9QSjKkWORQ7SpetnxFizf.jpg
14704,Robert Englund,13,96,2.6376923076923076,https://image.tmdb.org/t/p/w500/cjGEkiavinHa1dnetDvnEhlD2Wm.jpg
14647,Rob Schneider,13,207,2.9238461538461538,https://image.tmdb.org/t/p/w500/kVHNFDOGDrC3LjDyYf5RaCd6auK.jpg
9859,Kirstie Alley,13,82,2.5915384615384616,https://image.tmdb.org/t/p/w500/9XZOeQtmvHdBkuMrlxO5PHPZwJo.jpg
9895,Koichi Yamadera,13,85,3.61,https://image.tmdb.org/t/p/w500/biov5jENp2XYfehkcdnRvi796Wi.jpg
13360,Paddy Considine,13,201,3.696923076923077,https://image.tmdb.org/t/p/w500/rui7HJUi2TzqMh2GQJ1bcQzr8M0.jpg
16694,Tatsuya Nakadai,13,48,4.213846153846154,https://image.tmdb.org/t/p/w500/4LygOe0vFQplLIft5IUWI5OewPX.jpg
1991,Bob Balaban,13,201,3.474615384615385,https://image.tmdb.org/t/p/w500/qceORed11dvRnxQjVGexPvgF5Xu.jpg
12595,Monica Bellucci,13,104,3.196923076923077,https://image.tmdb.org/t/p/w500/euhMjVgdEGFm4AzjvB1b2oSMlLU.jpg
6521,Heath Ledger,13,410,3.4123076923076923,https://image.tmdb.org/t/p/w500/p2z2bURSg7nuMsN9P2s61e2RvNz.jpg
14444,Richard Burton,13,49,3.45,https://image.tmdb.org/t/p/w500/aEofbdM6kVs77cdJAGeOyM434rY.jpg
16826,Thandiwe Newton,13,200,3.1976923076923076,https://image.tmdb.org/t/p/w500/hZQLvxj7nV7pBrRyWTvWVz1CDi8.jpg
4781,Elias Koteas,13,102,2.9099999999999997,https://image.tmdb.org/t/p/w500/wCrzUtE1p4cbVfoA9xpWHYPUWuN.jpg
2607,Carrie Fisher,13,833,3.2584615384615385,https://image.tmdb.org/t/p/w500/8DOzF5eQMWdFwkVIevaEfrYXtLx.jpg
9067,Julie Christie,13,117,3.350769230769231,https://image.tmdb.org/t/p/w500/o4yCBrDoUGSFGG02A1yMBRE36SF.jpg
4843,Elizabeth Perkins,13,231,2.959230769230769,https://image.tmdb.org/t/p/w500/vTWYllD9V76rgv9XAbtkkjjeunG.jpg
2268,Brittany Murphy,13,217,2.839230769230769,https://image.tmdb.org/t/p/w500/uLOrqcSk2h5o3ekNfcuGFDzN13W.jpg
1295,Armin Mueller-Stahl,13,76,3.5276923076923077,https://image.tmdb.org/t/p/w500/yDT9hMg3osAbiWl5YZXTYG4SmGj.jpg
17108,Tom Sizemore,13,519,3.2115384615384617,https://image.tmdb.org/t/p/w500/cXikL7I0e2geGVvcM2RT8gQq3Nb.jpg
15475,Sarah Polley,13,115,3.5276923076923077,https://image.tmdb.org/t/p/w500/kQEyOfhp72yM4t6uo16ypSXfVX1.jpg
16977,Timothy Olyphant,13,153,3.14,https://image.tmdb.org/t/p/w500/7pHmRHE2wBNC9cBgNIRCBqFLoyZ.jpg
7372,James Garner,13,233,3.2546153846153847,https://image.tmdb.org/t/p/w500/hiPky3VwIOAlmPhJwzRovEsGDrI.jpg
3456,Craig T. Nelson,13,264,2.996923076923077,https://image.tmdb.org/t/p/w500/rMh8qdexFKmc7mq7oLzsLLvCCjs.jpg
8177,Jim Sturgess,13,69,3.256153846153846,https://image.tmdb.org/t/p/w500/31ordPz7DnedFDJIx5Xf8xtq4Hd.jpg
3747,Danny Huston,13,128,3.13,https://image.tmdb.org/t/p/w500/7Wdh73SltnllH4KVd64PvqKQ5NJ.jpg
2083,Brad Dourif,13,192,2.680769230769231,https://image.tmdb.org/t/p/w500/o9f0fHMF1Jo0PDCjz2r1dneolwS.jpg
2629,Casey Affleck,13,163,3.326923076923077,https://image.tmdb.org/t/p/w500/304ilSygaCRWykoBWAL67TOw8g9.jpg
8724,Jon Lovitz,13,125,2.64,https://image.tmdb.org/t/p/w500/jBXSLoDEVwYkNqSVWHV9yDo8whA.jpg
2340,Bryan Cranston,13,102,3.176153846153846,https://image.tmdb.org/t/p/w500/7Jahy5LZX2Fo8fGJltMreAI49hC.jpg
13317,Orson Welles,13,139,3.8938461538461544,https://image.tmdb.org/t/p/w500/e9lGmqQq3EsHeUQgQLByo275hcc.jpg
